,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,pk_rolling,pkatt_rolling,Win
46,1,17,14,6,1.6666666666666667,1.0,10.333333333333334,4.333333333333333,16.033333333333335,0.3333333333333333,0.3333333333333333,1
47,0,6,12,6,2.333333333333333,0.3333333333333333,15.0,5.333333333333333,16.599999999999998,0.0,0.0,1
48,0,22,19,5,2.333333333333333,0.3333333333333333,16.666666666666668,4.666666666666667,15.9,0.0,0.0,1
49,0,6,17,5,1.6666666666666667,1.3333333333333333,8.666666666666666,2.333333333333333,18.7,0.6666666666666666,0.6666666666666666,0
50,1,8,17,5,1.0,1.3333333333333333,11.333333333333334,4.0,17.3,0.3333333333333333,0.3333333333333333,1
51,0,14,12,5,1.3333333333333333,1.3333333333333333,13.333333333333334,4.666666666666667,17.233333333333334,0.0,0.0,1
52,0,19,14,6,1.3333333333333333,1.0,13.333333333333334,4.0,17.333333333333332,0.0,0.0,0
53,1,22,15,5,1.6666666666666667,0.6666666666666666,12.0,3.0,17.133333333333333,0.0,0.0,0
54,0,0,20,4,1.3333333333333333,1.6666666666666667,11.666666666666666,3.6666666666666665,16.7,0.0,0.0,0
55,1,21,16,6,1.3333333333333333,2.6666666666666665,12.666666666666666,4.0,17.733333333333334,0.0,0.0,0
56,0,18,20,4,1.3333333333333333,3.333333333333333,11.0,4.0,17.2,0.0,0.0,0
57,1,4,15,5,0.6666666666666666,2.6666666666666665,11.0,3.333333333333333,17.7,0.0,0.0,1
58,0,7,15,5,1.0,1.6666666666666667,10.666666666666666,3.6666666666666665,17.466666666666665,0.0,0.0,1
59,1,13,20,2,1.3333333333333333,0.6666666666666666,11.0,3.6666666666666665,18.83333333333333,0.0,0.0,0
60,1,11,16,6,1.6666666666666667,1.0,9.333333333333334,3.6666666666666665,16.7,0.0,0.0,1
61,0,12,15,5,1.6666666666666667,1.3333333333333333,10.666666666666666,3.333333333333333,15.833333333333334,0.0,0.0,0
62,0,16,19,1,1.0,1.3333333333333333,8.666666666666666,2.333333333333333,16.866666666666667,0.0,0.0,1
63,1,6,17,6,1.3333333333333333,0.6666666666666666,11.333333333333334,3.333333333333333,18.1,0.0,0.0,0
64,0,3,14,6,1.0,1.3333333333333333,9.666666666666666,2.333333333333333,19.73333333333333,0.0,0.0,0
